web-scraper-order,web-scraper-start-url,articles_links,articles_links-href,etat,marque,annee,boite_vitesse,adresse,prix,image_lien-src
"1706253574-371","https://www.expat-dakar.com/voitures?page=13","Vente Ford Escape SE 2014
D'occasionFord2014Automatique
Pikine,
Dakar

Hier, 09:15

5 500 000 F Cfa

774078063","https://www.expat-dakar.com/annonce/vente-ford-escape-se-2014-5980534","D'occasion","Ford","2014","Automatique","Pikine

Dakar","5 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/91478c1b89143d8d860fb0acf1740124/-/horizon-files-prod/ed/picture/qm5p4qdd/e79eaeb6d3d4fb40d9d018e36da7c734915834c9.jpg"
"1706253577-372","https://www.expat-dakar.com/voitures?page=13","TOYOTA RAV4
D'occasionToyota2007Manuelle
VDN,
Dakar

Hier, 09:55

5 999 999 F Cfa

773175210","https://www.expat-dakar.com/annonce/toyota-rav4-5989477","D'occasion","Toyota","2007","Manuelle","VDN

Dakar","5 999 999 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/afdbddbded36efd377799fe5f55893f8/-/horizon-files-prod/ed/picture/qxj2ex54/86cff36fd026867c78f7629e6a6d38acfe590813.jpg"
"1706253579-373","https://www.expat-dakar.com/voitures?page=13","Honda Crv
D'occasionHonda2012Automatique
Almadies,
Dakar

Hier, 09:58

4 500 000 F Cfa

776148938

763232364","https://www.expat-dakar.com/annonce/honda-crv-5989354","D'occasion","Honda","2012","Automatique","Almadies

Dakar","4 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f8838a682465d39b20354343d6a7fd1d/-/horizon-files-prod/ed/picture/qrzv45wj/9932a1392eee8175b7c46e02021ac738c654c7dc.jpg"
"1706253582-374","https://www.expat-dakar.com/voitures?page=13","Peugeot 206+
D'occasionPeugeot2011Manuelle
Golf,
Dakar

Hier, 10:07

Vendeur vérifié

2 900 000 F Cfa

776762074

776762074

765627272","https://www.expat-dakar.com/annonce/peugeot-206-5936282","D'occasion","Peugeot","2011","Manuelle","Golf

Dakar","2 900 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/00ff463e8a57433f1ace8de86c820650/-/horizon-files-prod/ed/picture/qpd6n7dp/90d304626d22180dbfc9c549183daad75ff8ff40.jpg"
"1706253584-375","https://www.expat-dakar.com/voitures?page=13","Kia Morning 2015
VenantKia2015Automatique
Sicap foire,
Dakar

Hier, 10:19

4 800 000 F Cfa

775435747

765965747","https://www.expat-dakar.com/annonce/kia-morning-2015-5965619","Venant","Kia","2015","Automatique","Sicap foire

Dakar","4 800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ac9aa56d27e1f8154c2fc2c5886e9f9b/-/horizon-files-prod/ed/picture/q56xvpq5/0cbee0b83d43c1fa743ee331535b2134a434947e.jpg"
"1706253587-376","https://www.expat-dakar.com/voitures?page=13","Kia Carnival 2015
D'occasionKia2015Automatique
Sicap foire,
Dakar

Hier, 10:42

8 300 000 F Cfa

775435747

765965747","https://www.expat-dakar.com/annonce/kia-carnival-2015-5989510","D'occasion","Kia","2015","Automatique","Sicap foire

Dakar","8 300 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4e5189ff38edd136aecd73451f8287b6/-/horizon-files-prod/ed/picture/qrzv4025/47ebe8c207320f8f455415dcee079a52c670209f.jpg"
"1706253589-377","https://www.expat-dakar.com/voitures?page=13","HYUNDAI SANTAFE COREE 2016 FULL OPTIONS
D'occasionHyundai2016Automatique
Mermoz,
Dakar

Hier, 10:55

Vendeur vérifié

11 000 000 F Cfa

776537253

767735257","https://www.expat-dakar.com/annonce/hyundai-santafe-coree-2016-full-options-5984473","D'occasion","Hyundai","2016","Automatique","Mermoz

Dakar","11 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7136bfd261298a918f56928e42e592d7/-/horizon-files-prod/ed/picture/qq478qkv/f1e356e6d55108964b4d63fe86e19db6ad1dd621.jpg"
"1706253591-378","https://www.expat-dakar.com/voitures?page=13","TOYOTA PRADO EXR 2015
D'occasionToyota2015Automatique
Colobane,
Dakar

Hier, 10:55

Vendeur vérifié

22 600 000 F Cfa

777383457","https://www.expat-dakar.com/annonce/toyota-prado-exr-2015-5989532","D'occasion","Toyota","2015","Automatique","Colobane

Dakar","22 600 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3ad8b3448a8fc541f1247c2d62f5f493/-/horizon-files-prod/ed/picture/qrzv40z5/6fbc160df0cfeef957dc7136229d2de199898b58.jpg"
"1706253594-379","https://www.expat-dakar.com/voitures?page=13","FORD ESCAPE SEL 2014
D'occasionFord2014Automatique
Colobane,
Dakar

Hier, 11:00

Vendeur vérifié

4 800 000 F Cfa

777383457","https://www.expat-dakar.com/annonce/ford-escape-sel-2014-5989534","D'occasion","Ford","2014","Automatique","Colobane

Dakar","4 800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/cc17dc37a518dc68d4342d767b0982ab/-/horizon-files-prod/ed/picture/qm5p9459/68e78f61841f5df52e1d6980c2d0c7c85003925c.jpg"
"1706253596-380","https://www.expat-dakar.com/voitures?page=13","Toyota Rush 2019
NeufToyota2019Automatique
Liberte 5,
Dakar

Hier, 11:03

14 000 000 F Cfa

777529874","https://www.expat-dakar.com/annonce/toyota-rush-2019-5989537","Neuf","Toyota","2019","Automatique","Liberte 5

Dakar","14 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1a3b87b6960ea93836222abda7d3da92/-/horizon-files-prod/ed/picture/qj4r7w4g/a938c60483eeb0cc8edb53441be3b9372c0aaa66.jpg"
"1706253601-381","https://www.expat-dakar.com/voitures?page=12","HYUNDAI SANTAFE 2013
D'occasionHyundai2013Automatique
Colobane,
Dakar

Hier, 11:04

Vendeur vérifié

6 800 000 F Cfa

777383457","https://www.expat-dakar.com/annonce/hyundai-santafe-2013-5989539","D'occasion","Hyundai","2013","Automatique","Colobane

Dakar","6 800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/44b2e284b4eca034d248498e6a1d1405/-/horizon-files-prod/ed/picture/q2jqndj6/b84bab8e4e35d06fd5f9798203467af9ea281181.jpg"
"1706253604-382","https://www.expat-dakar.com/voitures?page=12","SANTA FE 2017
VenantHyundai2017Automatique
Mbao,
Dakar

Hier, 11:08

13 500 000 F Cfa

767318769","https://www.expat-dakar.com/annonce/santa-fe-2017-5970615","Venant","Hyundai","2017","Automatique","Mbao

Dakar","13 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/279d6549b9439f037252a059300a745c/-/horizon-files-prod/ed/picture/qj4r2gvd/bb37bd11e0f90bd13e95d4aa047964d64d64e451.jpg"
"1706253606-383","https://www.expat-dakar.com/voitures?page=12","Toyota prado TXL 2021 land cruiser
D'occasionToyota2021Automatique
VDN,
Dakar

Hier, 11:17

28 500 000 F Cfa

776105013

776334040

762529194","https://www.expat-dakar.com/annonce/toyota-prado-txl-2021-land-cruiser-5989547","D'occasion","Toyota","2021","Automatique","VDN

Dakar","28 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/cfe426ee8f2981b97754757e6b966aa2/-/horizon-files-prod/ed/picture/q0gw0z2w/e198bc88a5ef012354fdd93f60426125ee333dd0.jpg"
"1706253608-384","https://www.expat-dakar.com/voitures?page=12","Hyundai Tucson 2017
D'occasionHyundai2017Automatique
Biscuiterie,
Dakar

Hier, 11:32

12 000 000 F Cfa

773263242","https://www.expat-dakar.com/annonce/hyundai-tucson-2017-5985453","D'occasion","Hyundai","2017","Automatique","Biscuiterie

Dakar","12 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8eb0797f5d4ed353e43a5b5904dc8d00/-/horizon-files-prod/ed/picture/q448qdw4/38b0a259e8d97639b9c79d79b9ce2db1fdf06b14.jpg"
"1706253611-385","https://www.expat-dakar.com/voitures?page=12","Ford edge 2015
D'occasionFord2015Automatique
Biscuiterie,
Dakar

Hier, 11:32

11 500 000 F Cfa

773263242","https://www.expat-dakar.com/annonce/ford-edge-2015-5985232","D'occasion","Ford","2015","Automatique","Biscuiterie

Dakar","11 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/708edab9d0aba5070d24a2a721bbbef0/-/horizon-files-prod/ed/picture/qrzv4q82/c9404b120b26335cad31aec862a2abd4102b7116.jpg"
"1706253613-386","https://www.expat-dakar.com/voitures?page=12","Ford fusion titanium 2018
D'occasionFord2018Automatique
Biscuiterie,
Dakar

Hier, 11:32

8 500 000 F Cfa

773263242","https://www.expat-dakar.com/annonce/ford-fusion-titanium-2018-5985225","D'occasion","Ford","2018","Automatique","Biscuiterie

Dakar","8 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8a7eefef3c0f7c9f8dce2514036eedf9/-/horizon-files-prod/ed/picture/q0gw02w6/44908cb5f195087ecf39c659cdb36c3d633620bc.jpg"
"1706253616-387","https://www.expat-dakar.com/voitures?page=12","Jeep Cherokee 2014
D'occasionJeep2014Automatique
Cité Damel,
Dakar

Hier, 11:34

5 900 000 F Cfa

776392584","https://www.expat-dakar.com/annonce/jeep-cherokee-2014-5988277","D'occasion","Jeep","2014","Automatique","Cité Damel

Dakar","5 900 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/03242da0242557b7a9851d064e37beed/-/horizon-files-prod/ed/picture/qxj2ekxq/1646a59b51a2c15147893c12a4386c5f319f98c8.jpg"
"1706253618-388","https://www.expat-dakar.com/voitures?page=12","Toyota rav4 année 2020
VenantToyota2020Automatique
Biscuiterie,
Dakar

Hier, 11:37

22 500 000 F Cfa

773263242","https://www.expat-dakar.com/annonce/toyota-rav4-annee-2020-5989572","Venant","Toyota","2020","Automatique","Biscuiterie

Dakar","22 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0b5e3707fbdc7c5e59c0bf140c1a1829/-/horizon-files-prod/ed/picture/qwe2582g/c525e17688eeaa8bf08e1dfc44bfda3e06b877ed.jpg"
"1706253620-389","https://www.expat-dakar.com/voitures?page=12","Ford Ecosport 2015
VenantFord2015Manuelle
Mbour,
Thiès

Hier, 11:43

6 500 000 F Cfa

771127953","https://www.expat-dakar.com/annonce/ford-ecosport-2015-5983374","Venant","Ford","2015","Manuelle","Mbour

Thiès","6 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/fccbfb5fb1cebfc47a3460e2da0ff0ad/-/horizon-files-prod/ed/picture/q8v5djkx/821eeccc2b62492198646681fab0b12f61650b8e.jpg"
"1706253623-390","https://www.expat-dakar.com/voitures?page=12","Ford escape 2017 moteur 1.5
VenantFord2017Automatique
Sacré-cœur,
Dakar

Hier, 11:51

7 500 000 F Cfa

776338504

776397474","https://www.expat-dakar.com/annonce/ford-escape-2017-moteur-15-5989589","Venant","Ford","2017","Automatique","Sacré-cœur

Dakar","7 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/56916b0c9bd2760a1e6d8c1566952f3f/-/horizon-files-prod/ed/picture/q785rmw8/d7e91a0e52ed4279e1ae3b52d6f219fa06e0d8ef.jpg"
"1706253628-391","https://www.expat-dakar.com/voitures?page=11","HYUNDAI TUCSON 2013
D'occasionHyundai2013Automatique
Parcelles Assainies,
Dakar

Hier, 12:00

6 500 000 F Cfa

767345340","https://www.expat-dakar.com/annonce/hyundai-tucson-2013-5984048","D'occasion","Hyundai","2013","Automatique","Parcelles Assainies

Dakar","6 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b9fc49ab728d96d1d947d091f909f3aa/-/horizon-files-prod/ed/picture/q9m9d4vj/e316ef63230b1e027124d87e4520329094230d25.jpg"
"1706253630-392","https://www.expat-dakar.com/voitures?page=11","FORD FIESTA SE 2015
VenantFord2015Automatique
VDN,
Dakar

Hier, 12:08

5 000 000 F Cfa

772993535

775544090

781623912","https://www.expat-dakar.com/annonce/ford-fiesta-se-2015-5989601","Venant","Ford","2015","Automatique","VDN

Dakar","5 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f10fd058088b5ac824a165d3d4339c49/-/horizon-files-prod/ed/picture/q785rmwd/dd970e7197779b76c4b369ff5bbe83a6917d62f9.jpg"
"1706253632-393","https://www.expat-dakar.com/voitures?page=11","Kia sorento
D'occasionKia2007Manuelle
Nord foire,
Dakar

Hier, 12:08

1 800 000 F Cfa

770949116","https://www.expat-dakar.com/annonce/kia-sorento-5968304","D'occasion","Kia","2007","Manuelle","Nord foire

Dakar","1 800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d972ae572becb6ad4ad9efe22a0fb63c/-/horizon-files-prod/ed/picture/q9m9wdj6/b427d5e1bcb5c8aa9961c06e77b1aecb41cdff97.jpg"
"1706253635-394","https://www.expat-dakar.com/voitures?page=11","Ford Fiesta SE 2015
D'occasionFord2015Automatique
Sacré-cœur,
Dakar

Hier, 12:34

5 000 000 F Cfa

784777374

784777374","https://www.expat-dakar.com/annonce/ford-fiesta-se-2015-5989648","D'occasion","Ford","2015","Automatique","Sacré-cœur

Dakar","5 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/071d449a5495e3ee3731239ee77318d7/-/horizon-files-prod/ed/picture/q9m96d5v/4a62072865014d3c9335577cb40468e3cfab2a0d.jpg"
"1706253637-395","https://www.expat-dakar.com/voitures?page=11","Hyundai sonata 2012
D'occasionHyundai2012Manuelle
Yoff,
Dakar

Hier, 20:57

3 100 000 F Cfa

773823030","https://www.expat-dakar.com/annonce/hyundai-sonata-2012-5966372","D'occasion","Hyundai","2012","Manuelle","Yoff

Dakar","3 100 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/782efd4553f06bd9841209aae3b81d62/-/horizon-files-prod/ed/picture/qwe2jnp6/0a26b04bd2155c3b4e71b9aeef54172f97d6db91.jpg"
"1706253640-396","https://www.expat-dakar.com/voitures?page=11","Volkswagen tiguan
D'occasionVolkswagen2012Manuelle
Yoff,
Dakar

Hier, 12:47

Vendeur vérifié

2 950 000 F Cfa

773823030","https://www.expat-dakar.com/annonce/volkswagen-tiguan-5893694","D'occasion","Volkswagen","2012","Manuelle","Yoff

Dakar","2 950 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b34545eed692d6f054e1fbeb73a0d75f/-/horizon-files-prod/ed/picture/qwe228ep/9ec231c279492ba6d2193ca6542016f7bbad1e2d.jpg"
"1706253642-397","https://www.expat-dakar.com/voitures?page=11","Hyundai Sonata 2013
D'occasionHyundai2013Automatique
Yoff,
Dakar

Hier, 12:48

Vendeur vérifié

3 750 000 F Cfa

773823030","https://www.expat-dakar.com/annonce/hyundai-sonata-2013-5957038","D'occasion","Hyundai","2013","Automatique","Yoff

Dakar","3 750 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/425951d54c3bbf50d1894ca919215f77/-/horizon-files-prod/ed/picture/qpd688x2/d2c7bb2dc10fa9cb16da204eaa48bba4bf1c8e8f.jpg"
"1706253644-398","https://www.expat-dakar.com/voitures?page=11","Kia K5 2015
VenantKia2015Automatique
Sacré-cœur,
Dakar

Hier, 13:00

7 200 000 F Cfa

784777374

784777374","https://www.expat-dakar.com/annonce/kia-k5-2015-5989685","Venant","Kia","2015","Automatique","Sacré-cœur

Dakar","7 200 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/107c9e02068362dc927ae59f42866149/-/horizon-files-prod/ed/picture/q56x85zg/3060177a927d2b1f4876903f88e488e7070026cc.jpg"
"1706253647-399","https://www.expat-dakar.com/voitures?page=11","Ford Ranger Wildtrack 2016
D'occasionFord2016Automatique
Mbour,
Thiès

Hier, 13:07

14 700 000 F Cfa

772126814","https://www.expat-dakar.com/annonce/ford-ranger-wildtrack-2016-5989612","D'occasion","Ford","2016","Automatique","Mbour

Thiès","14 700 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/659c2b681acabe7f178270b5b3f8d73c/-/horizon-files-prod/ed/picture/qm5p940r/99d38eb3df150dec5c5a6354f2e5e172ab5dfeef.jpg"
"1706253649-400","https://www.expat-dakar.com/voitures?page=11","Ford escape fulls options 2014
D'occasionFord2014Automatique
Mermoz,
Dakar

Hier, 20:33

5 000 000 F Cfa

776065540","https://www.expat-dakar.com/annonce/ford-escape-fulls-options-2014-5987037","D'occasion","Ford","2014","Automatique","Mermoz

Dakar","5 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ec8cfcaa32985fc839027afc6719d066/-/horizon-files-prod/ed/picture/qj4r76n4/6074d71d8f7c8a93098fdb2f0e630d286b05bd4d.jpg"
"1706253654-401","https://www.expat-dakar.com/voitures?page=10","Hyundai sonata automatique
D'occasionHyundai2012Automatique
Mermoz,
Dakar

Hier, 13:18

3 900 000 F Cfa

776065540","https://www.expat-dakar.com/annonce/hyundai-sonata-automatique-5981943","D'occasion","Hyundai","2012","Automatique","Mermoz

Dakar","3 900 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/fa94eefb20d378bbafbdb1d2ff43e743/-/horizon-files-prod/ed/picture/qzvd69j6/23994ed6c8bdbbc1bf6d2b0067e505e0d93e816a.jpg"
"1706253657-402","https://www.expat-dakar.com/voitures?page=10","Peugeot 5008 automatique diesel
D'occasionPeugeot2015Automatique
VDN,
Dakar

Hier, 13:21

6 500 000 F Cfa

774714932","https://www.expat-dakar.com/annonce/peugeot-5008-automatique-diesel-5985327","D'occasion","Peugeot","2015","Automatique","VDN

Dakar","6 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ecfd48d017ec34ba6624a8850999b0b0/-/horizon-files-prod/ed/picture/qngxndj0/6afd7dae565511e47a6b9bcd687ebab781a51fbf.jpg"
"1706253659-403","https://www.expat-dakar.com/voitures?page=10","Hyunda grandeur folle option
D'occasionHyundai2012Automatique
VDN,
Dakar

Hier, 13:21

5 700 000 F Cfa

774714932","https://www.expat-dakar.com/annonce/hyunda-grandeur-folle-option-5951273","D'occasion","Hyundai","2012","Automatique","VDN

Dakar","5 700 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/82d5909a46a56ec0074cab309ae3fc17/-/horizon-files-prod/ed/picture/qq475mq6/d32b518af455b9bbae057c5a310922032d3ed2e1.jpg"
"1706253662-404","https://www.expat-dakar.com/voitures?page=10","HYUNDAI TUCSON 2017
VenantHyundai2017Automatique
Castor,
Dakar

Hier, 13:21

12 000 000 F Cfa

778683637

778683637","https://www.expat-dakar.com/annonce/hyundai-tucson-2017-5970218","Venant","Hyundai","2017","Automatique","Castor

Dakar","12 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f3eb6fab22c49f41169dfa81580f717a/-/horizon-files-prod/ed/picture/qdek4qkj/a93756de5139b81fbf26e57179349f77355f7f53.jpg"
"1706253664-405","https://www.expat-dakar.com/voitures?page=10","Ford F150
VenantFord2018Automatique
VDN,
Dakar

Hier, 13:21

22 000 000 F Cfa

774714932","https://www.expat-dakar.com/annonce/ford-f150-5982024","Venant","Ford","2018","Automatique","VDN

Dakar","22 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9bc113f603e67e35cae8b8b6605cc1e5/-/horizon-files-prod/ed/picture/qv4eq65w/87c7dcc929f9f5641c5ec4d139acab031d985e81.jpg"
"1706253667-406","https://www.expat-dakar.com/voitures?page=10","SANTAFE SPORT 4WD
VenantHyundai2016Automatique
Médina,
Dakar

Hier, 13:21

11 500 000 F Cfa

778683637

778683637","https://www.expat-dakar.com/annonce/santafe-sport-4wd-5965098","Venant","Hyundai","2016","Automatique","Médina

Dakar","11 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/383e5f41a8d96ca159554c20835b4a4c/or%3D0/horizon-files-prod/ed/picture/qrzv5849/4bfecaacc70425886320e6db5e0bcabbb260ae24.jpg"
"1706253669-407","https://www.expat-dakar.com/voitures?page=10","Kia Sorento 2016
VenantKia2016Automatique
Keur Massar,
Dakar

Hier, 13:24

9 900 000 F Cfa

774321037","https://www.expat-dakar.com/annonce/kia-sorento-2016-5946747","Venant","Kia","2016","Automatique","Keur Massar

Dakar","9 900 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a8e01912679de0cfcf744e4d872037cb/-/horizon-files-prod/ed/picture/q0gw95v6/c1186baad842ecc70992e839af775ceafe1f5762.jpg"
"1706253671-408","https://www.expat-dakar.com/voitures?page=10","Kia soul ex
NeufKia2017Automatique
Ouest foire,
Dakar

Hier, 13:26

8 000 000 F Cfa

771182598","https://www.expat-dakar.com/annonce/kia-soul-ex-5989722","Neuf","Kia","2017","Automatique","Ouest foire

Dakar","8 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1a5b4ed9bb04351f908b3c214344eb21/-/horizon-files-prod/ed/picture/q6xk4mz6/d363e027bb516e218bb9bec4a8daf29c995749bb.jpg"
"1706253674-409","https://www.expat-dakar.com/voitures?page=10","FORD FOCUS SE 2012
D'occasionFord2012Automatique
Colobane,
Dakar

Hier, 13:31

Vendeur vérifié

3 350 000 F Cfa

777383457","https://www.expat-dakar.com/annonce/ford-focus-se-2012-5985255","D'occasion","Ford","2012","Automatique","Colobane

Dakar","3 350 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0d753fccb7d0d5273a1b8f337feb70e8/-/horizon-files-prod/ed/picture/qxj2e68j/1b361b9d1473a92cde0bd2d2420282bc112d1686.jpg"
"1706253676-410","https://www.expat-dakar.com/voitures?page=10","FORD FOCUS SE 2016
D'occasionFord2016Automatique
Colobane,
Dakar

Hier, 13:32

Vendeur vérifié

3 650 000 F Cfa

777383457","https://www.expat-dakar.com/annonce/ford-focus-se-2016-5960847","D'occasion","Ford","2016","Automatique","Colobane

Dakar","3 650 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a4064dc92777cc6d0f086088bcc100c8/-/horizon-files-prod/ed/picture/q0gwdjjx/19f37d7c9611a3ae17f025ddd3c05d2748ff8610.jpg"
"1706253681-411","https://www.expat-dakar.com/voitures?page=9","Renault kadjar 2017
D'occasionRenault2017Automatique
Médina,
Dakar

Hier, 13:33

6 800 000 F Cfa

707918357","https://www.expat-dakar.com/annonce/renault-kadjar-2017-5733233","D'occasion","Renault","2017","Automatique","Médina

Dakar","6 800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6e6497c34a67b7a98545db0b38b906b6/-/horizon-files-prod/ed/picture/qxj6xqzz/e3d96b87e5b580d5f181eef18c6a7d1bba1ed345.jpg"
"1706253683-412","https://www.expat-dakar.com/voitures?page=9","Hyuindai Tucson 2016
NeufHyundai2016Automatique
Cité Damel,
Dakar

Hier, 13:35

12 500 000 F Cfa

776913661

776316995

763010913","https://www.expat-dakar.com/annonce/hyuindai-tucson-2016-5965871","Neuf","Hyundai","2016","Automatique","Cité Damel

Dakar","12 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b7b3008c53a1d4c3c1d2da75a2915856/-/horizon-files-prod/ed/picture/qngx27xr/5072a4e6a4b20d4cc0471f21b04453f0cc3f089d.jpg"
"1706253686-413","https://www.expat-dakar.com/voitures?page=9","KIA sportage 2015
NeufKia2015Automatique
Cité Damel,
Dakar

Hier, 13:35

9 500 000 F Cfa

776913661

776316995

763010913","https://www.expat-dakar.com/annonce/kia-sportage-2015-5982179","Neuf","Kia","2015","Automatique","Cité Damel

Dakar","9 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/be0c7343a2d3463905a9b056bed1d762/-/horizon-files-prod/ed/picture/qgq90enm/27e169fb1e4341818a5b68fe0a35b19d42565ad1.jpg"
"1706253688-414","https://www.expat-dakar.com/voitures?page=9","HYUNDAI ELANTRA COUPE 2 PORTE 2014
NeufHyundai2014Automatique
Cité Damel,
Dakar

Hier, 13:36

6 000 000 F Cfa

776913661

776316995

763010913","https://www.expat-dakar.com/annonce/hyundai-elantra-coupe-2-porte-2014-5984461","Neuf","Hyundai","2014","Automatique","Cité Damel

Dakar","6 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/94ae9a26b73d4486c2557c408e3412b7/-/horizon-files-prod/ed/picture/q2jqnznp/6eae56ecb3eccdb840e52a0fb4820bf276aa70ca.jpg"
"1706253691-415","https://www.expat-dakar.com/voitures?page=9","HYUNDAI TUCSON LIMITED AWD
VenantHyundai2016Automatique
Fass,
Dakar

Hier, 13:36

11 500 000 F Cfa

777338243","https://www.expat-dakar.com/annonce/hyundai-tucson-limited-awd-5948614","Venant","Hyundai","2016","Automatique","Fass

Dakar","11 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/224a7c67b79d645ed94170a46847d528/-/horizon-files-prod/ed/picture/qkrgxnqv/1965f48357e8da139b05b3d6e1a2b1ac175eda8e.jpg"
"1706253693-416","https://www.expat-dakar.com/voitures?page=9","HYUNDAI SANTAFÉ 2019 FULL OPTION
NeufHyundai2019Automatique
Cité Damel,
Dakar

Hier, 13:36

18 500 000 F Cfa

776913661

776316995

763010913","https://www.expat-dakar.com/annonce/hyundai-santafe-2019-full-option-5983111","Neuf","Hyundai","2019","Automatique","Cité Damel

Dakar","18 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6b98121a41720e104762a9e9b0e81d7b/-/horizon-files-prod/ed/picture/qxj2z0vn/720dd58a2facc5595ec58019cca7c083bd1ee608.jpg"
"1706253695-417","https://www.expat-dakar.com/voitures?page=9","FORD ECOSPORT TITANIUM 2015
D'occasionFord2015Automatique
Colobane,
Dakar

Hier, 13:37

Vendeur vérifié

5 450 000 F Cfa

777383457","https://www.expat-dakar.com/annonce/ford-ecosport-titanium-2015-5989738","D'occasion","Ford","2015","Automatique","Colobane

Dakar","5 450 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3191e318e87997740789ff010055baa6/-/horizon-files-prod/ed/picture/qpd6q72v/31068bf077ba67fc7728d60f40c1cde05fb24c62.jpg"
"1706253698-418","https://www.expat-dakar.com/voitures?page=9","Mitsubishi Pajero 2011
D'occasionMitsubishi2011Automatique
Keur Massar,
Dakar

Hier, 13:39

7 990 000 F Cfa

774321037","https://www.expat-dakar.com/annonce/mitsubishi-pajero-2011-5989724","D'occasion","Mitsubishi","2011","Automatique","Keur Massar

Dakar","7 990 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/82f0646921d8650afff347bcdc5beaec/-/horizon-files-prod/ed/picture/qv4e5qxw/7d692ca4339cd54df8c14000567e179ba50cb42c.jpg"
"1706253700-419","https://www.expat-dakar.com/voitures?page=9","Kia Morning 2015
VenantKia2015Automatique
Sicap foire,
Dakar

Hier, 13:40

4 800 000 F Cfa

775435747

765965747","https://www.expat-dakar.com/annonce/kia-morning-2015-5989737","Venant","Kia","2015","Automatique","Sicap foire

Dakar","4 800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8fc76576eabb0c89f6d8fa9f0977bc68/-/horizon-files-prod/ed/picture/qj4r7w2e/c02675f6817524a8fa6e53eff68768061316a50a.jpg"
