marque,annee,etat,type_boite_vitesse,localite,region,prix,lien_image
Toyota,2008,D'occasion,Manuelle,Bel air,Dakar,5200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2d78d7b8a133986b7bb8d3aa6f3126e3/-/horizon-files-prod/ed/picture/qj4rp6gv/49390a1b6f14bdf086ba497887f76cad18be572e.jpg
Chevrolet,2012,D'occasion,Automatique,Yoff,Dakar,4000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8fad06a944bf89aeef22c9eb43438daf/-/horizon-files-prod/ed/picture/qenq9r2z/9288678fa67faa35434ec30a4cf6e67841fa13db.jpg
Mercedes-Benz,2012,D'occasion,Automatique,Rufisque,Dakar,2450000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f2efbe612504324ce1518d3ff9924f6f/-/horizon-files-prod/ed/picture/qgq9pw4q/4fb3b60ea72bf1cfb7c9885ea628734dc9d91845.jpg
Ford,2017,D'occasion,Manuelle,Mermoz,Dakar,5900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/762258aba5250ec24d0d2e0b129c0231/-/horizon-files-prod/ed/picture/q56x9dpr/1e4d7c3c40c22b4b6b412dc3bbad84bb96d2a208.jpg
Mitsubishi,2011,D'occasion,Automatique,Guediawaye,Dakar,5500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b94e655eebc5bf32205688f6511c30b1/-/horizon-files-prod/ed/picture/qwe2gpmp/50c01bc2141a0077c15a85d2a13a7da86d3cf74e.jpg
Jeep,2015,Venant,Automatique,Avenue Bourguiba,Dakar,8300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d30c187601d9fe0436913382eed54ea5/-/horizon-files-prod/ed/picture/qngdr58z/89a5e1250c717f205ac0c8dab3dc5eb53e37e1e2.jpg
Kia,2015,D'occasion,Automatique,Liberte 6,Dakar,8800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fd1a5722fdf2f0c14ee75b6733211294/-/horizon-files-prod/ed/picture/qwe2ggz0/a80a45a83fa69e0c020cf339848b55554322eac0.jpg
Peugeot,2015,Venant,Manuelle,Hlm,Dakar,6700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a2405e0930cd172ba4f836ce4c9109d7/-/horizon-files-prod/ed/picture/q785pp8g/c69edd555b764cfec4cbccd4418767ee8d1383da.jpg
BMW,2013,Neuf,Automatique,Parcelles Assainies,Dakar,4950000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/50934db048bec685d6d937f74d70a6f5/-/horizon-files-prod/ed/picture/q2jq77jq/02de5835ada55abd00c474ee5b115b1c931c5ea4.jpg
Volkswagen,2013,D'occasion,Manuelle,Cambérène,Dakar,2500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ab843675fc9ea67c69804dd76a4fd2f3/-/horizon-files-prod/ed/picture/qngdmj2g/7356c1824d948efafe6a750867abbf9ff41048b0.jpg
Chevrolet,2013,D'occasion,Automatique,VDN,Dakar,6800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4f34f2cb8d4f3d87f8d7c24eb91557ca/-/horizon-files-prod/ed/picture/q9m95ke0/83bdc08b28c0d55470531911a5c5d91bcaa155a8.jpg
BMW,2016,D'occasion,Automatique,Ouest foire,Dakar,18000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dc21249cddc184618fafaf897deb4683/-/horizon-files-prod/ed/picture/qrzvnrmx/c4a701da7f5a10b81992f89f3b0afccb296129e6.jpg
Suzuki,2017,Réconditionné,Manuelle,Ouest foire,Dakar,7000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f313bf8cda615641010dc0f16b80df96/-/horizon-files-prod/ed/picture/q9m95kxw/9411ac78f97c9bc049f2988b0afbe3c9a69b00ed.jpg
Peugeot,2023,D'occasion,Automatique,Ouest foire,Dakar,17500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f0ce488a7938a6aab66b02078e67cae6/-/horizon-files-prod/ed/picture/qzvdz8w8/a288ec1e54e7623579e789ecb3591cfa2340eb9d.jpg
Peugeot,2015,D'occasion,Automatique,Ouest foire,Dakar,8000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/98122716e8c0f52d193adb4874ff28d2/-/horizon-files-prod/ed/picture/qdek09mw/da7b9e4979ea35526302674a836631f60d57e66b.jpg
Ford,2015,Venant,Automatique,Guediawaye,Dakar,11800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dfd5b03ef51c8f397a508dba6bb778c7/-/horizon-files-prod/ed/picture/q4480528/66170eb4bbf0139500acf8f15c9fa73a1f5db4e8.jpg
Mitsubishi,2017,Venant,Automatique,Guediawaye,Dakar,9800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ab8ea906c8f56679964461b53078ef1e/-/horizon-files-prod/ed/picture/qenq9rjz/815367d536c5a7c54aa6722b5068e6a09b8360ad.jpg
Peugeot,2016,Venant,Manuelle,Hlm,Dakar,6700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/130d6e954705d27fa99dd70a1241b369/-/horizon-files-prod/ed/picture/q785pjrz/72fb324195b5a76cbae0710579469ac3e767f62b.jpg
Mitsubishi,2015,Venant,Automatique,Guediawaye,Dakar,8500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/14a421db8d3caf202b874b77302b5010/-/horizon-files-prod/ed/picture/q0gwnkze/96e06175d499d3efebc3f634b670bf63bb4a53b4.jpg
Peugeot,2017,Venant,Automatique,Hlm,Dakar,6900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/99f6b3187aa2493ecb24b7caa06c0cc0/-/horizon-files-prod/ed/picture/qm5p6096/d6a547356b12308a4d5d826f6a62c316b90f8173.jpg
Peugeot,2020,Venant,Automatique,Keur Massar,Dakar,13990000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bb466324002d507833879acabb4c7900/-/horizon-files-prod/ed/picture/q9m9jjp8/8733e524ec775d4cf761179583ec2677ce910cf5.jpg
Mazda,2008,D'occasion,Manuelle,Sicap Liberté,Dakar,2900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/423b7f5e9e56ff69f8ed72d579037add/-/horizon-files-prod/ed/picture/qj4jd80v/9bbfc74901ae1f81d72e5f312578424b3deddcd4.jpg
Toyota,2019,Venant,Automatique,Liberte 6 extension,Dakar,19000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/736a10c32965a608f131e48ae642096f/-/horizon-files-prod/ed/picture/qgq9m258/754c38cb1ff6f487b046d80bcfe1949912609d29.jpg
Ford,2016,Neuf,Automatique,Ouest foire,Dakar,13000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7be49411bd81481acb630821aa9bdcd2/-/horizon-files-prod/ed/picture/qngx7xgw/78b706a8054625af7c8677177407e9ccd54fd174.jpg
Ford,2014,Venant,Automatique,Hlm,Dakar,6900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7c4e149cbb35e5df01089f6ecbc4c28a/-/horizon-files-prod/ed/picture/qxj2gp5n/14abd0400b21ab34fbbfacdb48b20b0abe35f290.jpg
Mitsubishi,2016,Venant,Automatique,Cité Damel,Dakar,7500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a17a2d712a610654251225ad6fccf928/-/horizon-files-prod/ed/picture/qq4792ze/b668f18206b2531a94709d6bcc06e3dfbd1df854.jpg
Renault,2014,Neuf,Manuelle,Ouest foire,Dakar,3990000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4b758f22d8d8d999dc538fdb75647a72/-/horizon-files-prod/ed/picture/qngx96dw/46d5c945afac57166ba0cb4598d1bbd2a3c9e17c.jpg
Toyota,2015,Neuf,Manuelle,Almadies,Dakar,27000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/57b6b0bb111321d90b2f4f22021f6009/-/horizon-files-prod/ed/picture/q6xkndqz/b4e08d8aae779b62493e7fa5c0c4c65358c455ad.jpg
Mazda,2009,D'occasion,Automatique,Keur Massar,Dakar,2700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/406c5fa8732b1cb5e2ca9db4c1917f46/or%3D0/horizon-files-prod/ed/picture/qxj2gp6q/c0bc269301e23dfc283b29aa4b5337f1bc45c2ba.jpg
Mitsubishi,2016,D'occasion,Automatique,Cité Damel,Dakar,7500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cdafb0a7f0c601eac7ce5135a5526cba/-/horizon-files-prod/ed/picture/q56x9dw0/cfa7906db01044a6c5b47a95d58b7f36305cf061.jpg
Ford,2016,Venant,Automatique,Almadies,Dakar,6500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a383f4a453e503753186243398042145/-/horizon-files-prod/ed/picture/qpd606kr/cc31a188345d6921efad21d6a4211720eeee2bb6.jpg
Mazda,2016,Venant,Automatique,Fenêtre mermoz,Dakar,10000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2090bfa535b8a04d100b962629a104f3/-/horizon-files-prod/ed/picture/qzvdzd7r/4e7e6c2d75f65590b289003585fb1987f7db3790.jpg
Jeep,2015,Réconditionné,Automatique,Ouakam,Dakar,13000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/36b4c91ae30f67f52f36bb2ac20f6d45/-/horizon-files-prod/ed/picture/q2jqkzkd/f59851a88e43543616174c914133a873ded8c6ad.jpg
BMW,2017,Venant,Automatique,Amitié,Dakar,15000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c496f6233ea51a748bab54356b1fcc7d/-/horizon-files-prod/ed/picture/qj4rprgw/eaf1ebcf003b1b2cb6287d241f5bdaacef37d4d9.jpg
Land Rover,2016,Venant,Automatique,Avenue Bourguiba,Dakar,15000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/547a53b508336c9bed15673d2faa3745/-/horizon-files-prod/ed/picture/q9m959v6/15ea9cb769172f8e6506f20c074fba4c18d24dbb.jpg
Hyundai,2017,Venant,Automatique,Cité Damel,Dakar,7700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/57a8a5877bc9cedc3f2b9911f865fd16/-/horizon-files-prod/ed/picture/qngx7xqg/fdfba247ccd021c1bed4d84d1df06c67c569b1fe.jpg
Kia,2015,Venant,Automatique,Cité Damel,Dakar,10000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e6e6ed22a41fc6dcc1884112add5d8de/-/horizon-files-prod/ed/picture/qm5p6p7j/9707b2f16dda0ccd8aaa35c44b39f1fb49b268ac.jpg
Kia,2018,Venant,Automatique,Cité Damel,Dakar,15000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ee8e21f994b2f5cc2534824780382b2d/-/horizon-files-prod/ed/picture/qwe2pzxp/1abda05b627994bc0e3a2648451e39cef6a7fd3d.jpg
Buick,2017,Neuf,Automatique,Cité Damel,Dakar,10500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/111f12e82ac1201de060c95f32419bd7/-/horizon-files-prod/ed/picture/qwe2rgp4/ed742f9c6d925d6209e47007823132c94eede331.jpg
Ford,2019,Neuf,Automatique,Cité Damel,Dakar,10000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8b995c22e6211bf16b5b4a68df6ea7b5/-/horizon-files-prod/ed/picture/qxj28g48/012a9105bcbdc2081f20c3181a264cb228077fbf.jpg
Jeep,2016,Venant,Automatique,Sicap Sacré-cœur,Dakar,11500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3c9fc531ab6ad8f7dcb0b2ae91dc7be4/-/horizon-files-prod/ed/picture/q0gwg04j/6c31ff522dfc4be65c41ba7e4fcff4ef0c6e0cda.jpg
Mitsubishi,2011,D'occasion,Automatique,VDN,Dakar,4600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/42bd79aa621d12a39ed2a494f505f882/-/horizon-files-prod/ed/picture/qkrgpg6w/b2126fb9f826516ba600a167f6d098690d74004e.jpg
Mitsubishi,2015,Venant,Automatique,Ouest foire,Dakar,9000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2a440200d1133878fbd4610ecaa01279/-/horizon-files-prod/ed/picture/q2jq7qkd/4cfdf9d23a5d487d4354649563e648b535ffc269.jpg
Hyundai,2015,Venant,Automatique,Sicap foire,Dakar,4650000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/230127c6078507aef31256bcea32abd5/-/horizon-files-prod/ed/picture/qq479794/abe9d45e5241dc0715e32ecd491e9f10e9cf8f79.jpg
Ford,2017,Venant,Automatique,Mbour,Thiès,8800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a77c4a3bd2a9b2d37ef2bc190e2400cb/-/horizon-files-prod/ed/picture/qj4rqd7w/2183aadb9ccb33994ee142824989c06642b0c93a.jpg
Ford,2011,D'occasion,Automatique,Liberte 6,Dakar,8000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/286867d6f508b1a1272af8eccb2858c3/-/horizon-files-prod/ed/picture/qwe2g2pm/6b6137f9faf3d46d5658569bddb05227425f704d.jpg
Citroen,2015,D'occasion,Manuelle,VDN,Dakar,6500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7b4e6563c354f43f1c718bc002d98958/-/horizon-files-prod/ed/picture/q6xknkkj/24c0733610c125eef6b396b6ac03e408f5dc57c6.jpg
Kia,2011,D'occasion,Automatique,Liberte 6,Dakar,6500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d1b1fcf890653d8e3d264de396a7b876/-/horizon-files-prod/ed/picture/q785p55z/229dacc931fedbfcd093836cd5945e8b597f0990.jpg
Ford,2016,D'occasion,Automatique,Liberte 6,Dakar,7000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/da6930c5bbda4ac21718f86dddf40af6/-/horizon-files-prod/ed/picture/qrzvnvv8/5327ab59da1c09b9909cd93533868f98c44ab5a7.jpg
Hyundai,2015,Venant,Automatique,Liberte 6,Dakar,10500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e306c09cd9603e96f01dc9df2f0c9207/-/horizon-files-prod/ed/picture/q0gww4w6/e584b6fc71fa2c07f82a9fdab12a20dc74456f6b.jpg
Mazda,2014,D'occasion,Automatique,VDN,Dakar,8000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8becca7892edb73e70f3d8946f88b33b/-/horizon-files-prod/ed/picture/q9m959mn/6a51b10561951af466a21d9a9e15ac4230206d5d.jpg
Toyota,2010,D'occasion,Automatique,Parcelles Assainies,Dakar,165000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ceb14b92db4f2787234a85029b66c15a/-/horizon-files-prod/ed/picture/qgq9p95e/fc33d230303a1436b142bfaf702cd016426399f8.jpg
Toyota,2014,D'occasion,Automatique,Ouest foire,Dakar,4100000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ed55a71f970ecae9470c98d882724ecf/-/horizon-files-prod/ed/picture/qm5p6pmw/ffe74aeae8c1cbc708766e848e7aa6baf6957e34.jpg
BMW,2020,Neuf,Automatique,Ouest foire,Dakar,59000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/24c1bb0d00a1f0a53f4a963a9836f6a2/-/horizon-files-prod/ed/picture/q788x585/ce5cf63e8c87820d4c32fd03f8a5dd73ba787ca8.jpg
Volkswagen,2016,Neuf,Automatique,Mermoz,Dakar,9100000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/795d49a20f09e0136e6b7f015f60bdff/-/horizon-files-prod/ed/picture/q2jqrz5j/eb5c3fc2b2cbd5f45ffd06680f11d6eb83421180.jpg
Peugeot,2019,D'occasion,Manuelle,Ouest foire,Dakar,5900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f4796057458191865666aef8df779fd9/-/horizon-files-prod/ed/picture/qenq95g5/e41fa4a568c9b66aeea2c3949606ea3ac94b6717.jpg
Ford,2014,Venant,Automatique,Gibraltar,Dakar,4800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/628988acc3e355c10cf6905b7a1948c6/-/horizon-files-prod/ed/picture/qxj2g65m/6574f4c6e1c8d5612ca75e2325691e998a3a0937.jpg
Ford,2015,D'occasion,Automatique,Hlm grand-yoff,Dakar,8000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/608036f0535913ecda1af671eb8dc2d4/-/horizon-files-prod/ed/picture/q0gwn2ej/51fe691b9a30b956c1483c7adb06f5dab1887328.jpg
Ford,2014,D'occasion,Automatique,Sacré-cœur,Dakar,19500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f6b2d8e6cc844682787162c1fddf798f/-/horizon-files-prod/ed/picture/q6xkn6e8/7e6a3a9a517960f63542c4b33b9bf1adbf80d9b9.jpg
Suzuki,2009,D'occasion,Manuelle,Cité Damel,Dakar,3000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e5cc272a8b0a30214837ffad26d7d1ee/-/horizon-files-prod/ed/picture/qgq9pgnm/e343f5a6f5105fd15f03a619982029b7034aa325.jpg
Ford,2016,Neuf,Automatique,Cité Damel,Dakar,8100000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/42f630f945f36912fd6354e6c1c044f4/-/horizon-files-prod/ed/picture/qgq9mndq/dd14067c12b5b4bd8336c30854a6ec8b30eaa4e8.jpg
Ford,2013,D'occasion,Automatique,Sacré-cœur,Dakar,4900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5ce122aaa62b1160240bfe3775e879e1/-/horizon-files-prod/ed/picture/q56x94k5/dbd80508efe4af41f2268b6525f281bee79c3f39.jpg
Hyundai,2017,Venant,Automatique,VDN,Dakar,13000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ebba15e7a208417ba6256e32580e5162/-/horizon-files-prod/ed/picture/q2jq0e9p/b396700f20963029dc3cd2d3943b204a91cf8296.jpg
Mazda,2016,D'occasion,Automatique,Nord foire,Dakar,10300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d2d076a5b922cdba68e42f615414259b/-/horizon-files-prod/ed/picture/qgq9mv64/eb79065190ff325647069caf8144f33d0437c2ba.jpg
Ford,2015,D'occasion,Automatique,Nord foire,Dakar,17500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d8167b2a46758dfb6ae23e5b5255a595/-/horizon-files-prod/ed/picture/qq47z5r6/153976707692dd63a66e19235cb072b4d5884ae3.jpg
Peugeot,2018,D'occasion,Automatique,Mermoz,Dakar,14500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/29f5b0f7252aa89c3eb49f4d2fc8c6d7/-/horizon-files-prod/ed/picture/qj4r6z0w/25564070e2c21f3f155964eab0fbe844740b74dd.jpg
Peugeot,2014,D'occasion,Manuelle,Ouest foire,Dakar,4900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f6b9c00b9eabde1d985fb481e562a3eb/-/horizon-files-prod/ed/picture/qv4egpqw/be62ae80380f7e9ac50ff2ba8324e965211b3e4b.jpg
Peugeot,2015,Venant,Manuelle,Liberte 6,Dakar,5700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d0d0db50a38bdf1b70995883b87008bb/-/horizon-files-prod/ed/picture/q6xkn6m6/2508c442fcf89edd98a1158eca09070312998f36.jpg
Citroen,2015,Venant,Manuelle,Liberte 6,Dakar,8800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8fa8796ed389b866abfb7ee44011bdae/-/horizon-files-prod/ed/picture/qngx7d2e/9d610d43f57abf1a129d9e2c610da8ed2e6aa00f.jpg
Hyundai,2015,D'occasion,Automatique,Ouest foire,Dakar,9500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d50755a59bcf58b1bdaddb19c6084807/-/horizon-files-prod/ed/picture/q44859re/0aea8f4a307a8f4da90516d40e1b0d480f2e22da.jpg
Peugeot,2010,D'occasion,Manuelle,Ouest foire,Dakar,3700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0ad3d6cacf3f925a459c28b5afbe680e/-/horizon-files-prod/ed/picture/qdek9qd2/e3fb37e99726879bdca5a2fc6970d534596be8a8.jpg
Peugeot,2017,D'occasion,Manuelle,Ouest foire,Dakar,5200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a965695a8bd527af13649eb7d275282a/-/horizon-files-prod/ed/picture/qenqr042/c7b114ab34c6919a6b6690401ae5d1efd873af7a.jpg
BMW,2017,Venant,Automatique,Ouest foire,Dakar,12500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/00e4297308cf1fdfdf314bd27fd9af4e/-/horizon-files-prod/ed/picture/qxj285em/c5da7cbe51ab38ae2b2147aa103a1bd9a518178a.jpg
Mazda,2016,D'occasion,Automatique,Ouest foire,Dakar,10400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bd1c3cfb22664ff1fa721667bc6aa7f4/-/horizon-files-prod/ed/picture/qwe2rdd5/21525b1c53cfaca4e09fe7888c187447f73a027d.jpg
GMC,2020,Venant,Automatique,Liberte 6,Dakar,13400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d234cafca509b19fcb7bc5142b61039d/-/horizon-files-prod/ed/picture/qxj2g6xj/b6e94cc84c1749e947f6271022f4fa079f0836c6.jpg
Mitsubishi,2015,Venant,Automatique,Mermoz,Dakar,8600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ff8e77cbdf14d0826062b591530a81e7/-/horizon-files-prod/ed/picture/qpd6w84q/28519e97d5b193ac7cd9e8a9502fe3925b313ec0.jpg
Peugeot,2016,Neuf,Manuelle,Hlm grand-yoff,Dakar,6500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fc84038d194ace7dd9c9ed70c1d471cd/-/horizon-files-prod/ed/picture/q7855d48/8a6dec75277d3b8c74d7e8872d0ebfb5013f2282.jpg
Peugeot,2005,D'occasion,Manuelle,Hlm grand-yoff,Dakar,3200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3b5aa4dd065083915a61f976806e1fc5/-/horizon-files-prod/ed/picture/q8v5pvn4/8939974875a8e299d487560efdacc1233d444ef6.jpg
Peugeot,2015,Venant,Manuelle,Keur Massar,Dakar,4850000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d34c90f9a00ba8f2dfcd1b19bd609f6f/-/horizon-files-prod/ed/picture/qkrg7w2j/5c28313399f77928224e60a33c703298be508ae6.jpg
Mercedes-Benz,2015,D'occasion,Automatique,Amitié,Dakar,18000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4e63784dd1e2f37e4bd69c86810d9f38/-/horizon-files-prod/ed/picture/qwezvw0k/ce8e3a74554aa485c0aa875ef47d15201ffa8d4f.jpg
Ford,2015,D'occasion,Automatique,Cité keur gorgui,Dakar,8500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/71b7139c69f7938d6f20d80b851e8fad/-/horizon-files-prod/ed/picture/q6xkkvmv/fb75060fd0bccfc27d936859b14e78d712877014.jpg
Ford,2017,Venant,Automatique,Sicap Liberté,Dakar,12500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5b2d274d424d8f1d9815929dd0989efb/-/horizon-files-prod/ed/picture/qgq9m88n/ecb3f9d142bebd546cbfc0403b480702198ae237.jpg
Kia,2015,Venant,Automatique,Hlm,Dakar,6800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cdacd7c355acee2cfb70f9adfbb7ab32/-/horizon-files-prod/ed/picture/q0gwkg2g/bd61496469f096a6e72e4b96f822176e6b945b4f.jpg
Ford,2015,Venant,Automatique,VDN,Dakar,5800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5c762124459949b13b082350468335e5/-/horizon-files-prod/ed/picture/qv4eg4m8/b0d6b9e96cd6d53e3d5c43e32ff1f6c58224b9a3.jpg
Jeep,2018,Venant,Automatique,Cité keur gorgui,Dakar,13500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/729eb79c81fbb181e294dbd527ce28b6/-/horizon-files-prod/ed/picture/q0gw28vz/9ba45d870e8ca28df10929767844b1ca7bbe572f.jpg
Toyota,2015,Venant,Manuelle,Liberte 6,Dakar,27000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/06defa283d28913234e76efbe79fa59c/-/horizon-files-prod/ed/picture/q0gwngpe/f2573a0d69c3b8c02fd3299fb7046f23739c273b.jpg
Ford,2018,Venant,Automatique,Ouest foire,Dakar,13000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3700a39b8fe8fc805bcc612b5d7cc12f/-/horizon-files-prod/ed/picture/q6xknx7j/c8e8f207d847ecb6fdbaddc0516356aa3eabc4c4.jpg
Toyota,2012,Venant,Manuelle,VDN,Dakar,10000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/101c1729fda332831b389c3bc6b2b126/-/horizon-files-prod/ed/picture/qgq9pq54/d81ac77a9caa1f296353099feee458e3738f5710.jpg
Hyundai,2018,Venant,Automatique,Sacré-cœur,Dakar,13000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/73cfff59c84dccc0b9a709c801396d82/-/horizon-files-prod/ed/picture/qenqrz79/be3d62b4ee65719c1ec7c6ec692131cb15d1434a.jpg
Kia,2013,Neuf,Automatique,Liberte 6,Dakar,5800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/be10c26621f8021bae6f8c63ca7335d8/-/horizon-files-prod/ed/picture/qdek9p62/71967ad5e815f3e558beaeacee2886ee52362745.jpg
Chevrolet,2016,Venant,Automatique,Yoff,Dakar,13000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cf5615e9bb368340821197483df776c9/-/horizon-files-prod/ed/picture/q8v5mp70/360768fa96918a98505728a7a35327cd62797bfe.jpg
Chevrolet,2014,Venant,Automatique,Yoff,Dakar,13000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5c952a2f92afccd63a0b27a0ead5567b/-/horizon-files-prod/ed/picture/qv4edgjg/34d7e944ebabc0addbca3650054517fffd0604c5.jpg
Hyundai,2017,Venant,Automatique,Hlm,Dakar,12000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e2a0484480f9df7cf3bbb69388169468/-/horizon-files-prod/ed/picture/qrzvn2wm/8f748dffdc9e8ced8451d20678e2ff6470545f24.jpg
Hyundai,2016,Venant,Automatique,Liberte 6,Dakar,5900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f27a4553b151a1309901a888a5d1a07f/-/horizon-files-prod/ed/picture/qrzvn2mm/5e3da8a61ad98b93309ff0bf44efce7495ac2803.jpg
Hyundai,2015,Venant,Automatique,Liberte 6,Dakar,9000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/68829014fa6edbb5d22c17d0eb63b362/-/horizon-files-prod/ed/picture/qrzvvdrm/3203ed6f6f201d7d0f554c5a1860cce94ae66d68.jpg
Ford,2015,Venant,Automatique,Plateau,Dakar,7000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a4d255f23d9ea2c613a48302d0c1a16d/-/horizon-files-prod/ed/picture/qdek95zj/bc2d7406f8cbbc79688f58b11a231268053f8265.jpg
BMW,2005,D'occasion,Manuelle,Sacré-cœur,Dakar,3000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a99c3c78a2c22285db70feeafd37ab97/-/horizon-files-prod/ed/picture/q8v5m960/1a8ac5d9e24b567f4ae43a81758d1c6e4e803af6.jpg
Hyundai,2017,Venant,Automatique,Cité keur gorgui,Dakar,12000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3ad3c897e8b2516dbde4ffa87a9b9839/-/horizon-files-prod/ed/picture/qdek0rj4/dd1774f2f842e42aeabf940989e1e10907abf107.jpg
Peugeot,2008,D'occasion,Manuelle,Mermoz,Dakar,2500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c2c7d2efe230c2ee03ec39da64b0a606/-/horizon-files-prod/ed/picture/q56x9w4g/e457a253831c7c5242c893fd73b0b235bc2d2bb3.jpg
