marque,annee,etat,type_boite_vitesse,localite,region,prix,lien_image
Kia,2019,Réconditionné,Automatique,Hann maristes,Dakar,23000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e1e45462d0490185380250255fb589df/-/horizon-files-prod/ed/picture/q4487nvz/84b2857076208afa56a9bb8a1ca0ead2cbdde1f1.jpg
Hyundai,2017,Venant,Automatique,Almadies,Dakar,7300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/aad7f99b16c0b5c190d20f2ed7d82aa1/-/horizon-files-prod/ed/picture/qdek47zg/7ab686225f3618f810a14159a118fc7fd25ed508.jpg
Ford,2019,Venant,Automatique,Liberte 6,Dakar,17500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/de3fa7047579543d07ec082458dcb967/-/horizon-files-prod/ed/picture/q9m9wjd6/4c88befb4805ab2fd1055d07227970fff317837c.jpg
Ford,2018,Venant,Automatique,Sicap Liberté,Dakar,12950000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c0667e8ab5b4b5f55f8f84c9be92aa8a/-/horizon-files-prod/ed/picture/q0gw575z/3fa0a6a242d94f7c63ad53e1fc6d6b9a3078f9e3.jpg
Mitsubishi,2015,Venant,Automatique,Liberte 6,Dakar,8500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a83cb594eff0a480966e4e3387e5bf0c/-/horizon-files-prod/ed/picture/qenq2v29/14999447ff7f1d23b576d269005129468f0e726f.jpg
Hyundai,2016,Venant,Automatique,Ouakam,Dakar,6000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a20d771ee9c682cc71399ec91cc3008d/-/horizon-files-prod/ed/picture/q448pgg8/8031114573db6ba3cc55b4504347b7e03e6cfa14.jpg
Hyundai,2017,Venant,Automatique,Avenue Bourguiba,Dakar,12300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/406496645f8ce397958e4b3adc1aabb1/-/horizon-files-prod/ed/picture/qq4djq5j/da688b57b672e821e0fd46552b2ed6b4665ac113.jpg
Range Rover,2019,Venant,Automatique,Avenue Bourguiba,Dakar,37500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e77d39b19a33de000d7968baf37d9d7b/-/horizon-files-prod/ed/picture/q8v59wv6/e45846601c9a3f169fa2ada05971a2d0badecf80.jpg
Ford,2015,Venant,Automatique,VDN,Dakar,6500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3d7ef1e8d55b96d54bb920dfead1a823/-/horizon-files-prod/ed/picture/q9m9wjn0/7dfa00af094f0caa5f0f3815c71f2b69fcf6ac50.jpg
Kia,2016,D'occasion,Automatique,VDN,Dakar,13800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/eaad09a27e312e9358b2ac04b6d7ff73/-/horizon-files-prod/ed/picture/q7859wxe/99cb2cd8cefe9dd7eadebe65e3e4b1a461c00c2f.jpg
Chevrolet,2014,Neuf,Automatique,Mermoz,Dakar,3500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fcc787e377c971ef65f1b9cc948c1be0/-/horizon-files-prod/ed/picture/qj4r2q5w/7c0d71579269cae2120517eca84ea15087a1bcd0.jpg
Ford,2017,Venant,Automatique,Avenue Bourguiba,Dakar,9700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ef3ac6764272d583045badd43dc76509/-/horizon-files-prod/ed/picture/q8v5n4k4/c6612715f8fefb5e34545f32ac5892546066db33.jpg
Mitsubishi,2022,Réconditionné,Automatique,Hann maristes,Dakar,29000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/448e58f3da86d4ac74c38f166c49f962/-/horizon-files-prod/ed/picture/q9m9wjr0/a6aefdb2a6f5d860451a75f70d74c6774c059462.png
Hyundai,1920,D'occasion,Automatique,Liberte 6 extension,Dakar,3200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cd5a3fe9e277ea240c0c6a9d63e7a0ca/-/horizon-files-prod/ed/picture/qwe2zv44/1221742f731225609318bfc69d8b5b565280296f.jpg
Hyundai,2016,Venant,Automatique,VDN,Dakar,12500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c49086dc747b020aa161e67a2eb7fcd8/-/horizon-files-prod/ed/picture/qq47g2z7/c286a043f922e0b3253650b461525123730cf54b.jpg
Citroen,2018,Réconditionné,Automatique,Hann maristes,Dakar,7800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0edf53ee8d7f0d50856f54991a1af20f/-/horizon-files-prod/ed/picture/q8v5n4p4/0a6ef4e6978764b28c484373a6ded8427c8901ef.jpg
Ford,2019,Venant,Automatique,Sacré-cœur,Dakar,18500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f12c22792149e1a73f21405b0f1ffa33/-/horizon-files-prod/ed/picture/qdek04m7/fd9c0de5067ea08db8a3328d08b8d7c4817dcc73.jpg
Mitsubishi,2016,Réconditionné,Manuelle,Hann maristes,Dakar,22500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/58a171cb1ba41f2702e40061a66215c5/-/horizon-files-prod/ed/picture/q2jq50k2/fd9bb48e8b9c1aa5af563b42c11cfa9ea9a8b3eb.jpg
Jeep,2015,Venant,Automatique,VDN,Dakar,13500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/46d9666afb625b926da9977fd8e9ed89/-/horizon-files-prod/ed/picture/qj4r2q6w/09d78fe291ea8359b43d28ef06407f1020263483.jpg
Ford,2016,Venant,Automatique,VDN,Dakar,13000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a31ed11feab3ee498a7967c089b18076/-/horizon-files-prod/ed/picture/qgq9zwm8/abfbfd6953bedbc3ed2e97c33ddcfc6afc8f75b2.jpg
Ford,2017,D'occasion,Automatique,Keur Massar,Dakar,7900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c5d60d9c9afa2ef01d68817faa5cf53c/-/horizon-files-prod/ed/picture/qenqxm4z/57cd25374dbc63b2eb7dd6809f5307096d886a95.jpg
Hyundai,2015,Venant,Automatique,Almadies,Dakar,6800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cca753f96f18713af2db8c4f0e008e72/-/horizon-files-prod/ed/picture/q0gw57wm/f6a867aa80634cd717ba4670608c21459481bd24.jpg
Volkswagen,2021,Neuf,Automatique,Ouest foire,Dakar,28000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a119ca8d91c884c469f1ea43670c83a5/-/horizon-files-prod/ed/picture/q787k8rq/d3db1b5c06dee2dcd825d604b53c365ae98fe019.jpg
Toyota,2021,D'occasion,Automatique,Sangalkam,Dakar,13000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/420cd05526a22775b1590933e6d0161b/-/horizon-files-prod/ed/picture/qj4r2q4v/b912edec651f8b11a6d01db9d590080411b1450b.jpg
Audi,2012,D'occasion,Automatique,Yoff,Dakar,5900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/99f591b1774ec2348e7973e55864c00d/-/horizon-files-prod/ed/picture/q2jq5j6j/ae5bfcd85e52816e55646ec57800aaac5e654295.jpg
Mercedes-Benz,2017,Venant,Automatique,Sacré-cœur,Dakar,35000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ab3f482935c00e08fb38218cc4156db5/-/horizon-files-prod/ed/picture/q56xgkj2/32728551b102dacbf7c8cfff42262370e15f4b52.jpg
Kia,2015,Venant,Automatique,Sacré-cœur,Dakar,8900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/17e3d125820afbdfaf2bb805ae9cfcb1/-/horizon-files-prod/ed/picture/qngx2x6r/295e36474968dbb8f6b3107bbfb6069b0a4dd884.jpg
Citroen,2020,D'occasion,Automatique,Hann Bel-Air,Dakar,15500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/383947e34d672c74d10c35e81bac2aa2/-/horizon-files-prod/ed/picture/q8v5n5xx/8f8aa426c5253f60e818b8f0b5e17d5040e05783.jpg
Kia,2015,Venant,Automatique,Mermoz,Dakar,8600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9d36d84444ccab1ae69d8ae3f15f24e0/-/horizon-files-prod/ed/picture/qxj2xjm8/54c86df38679d08ca4a0245e10cc193b91f0a300.jpg
Ford,2014,D'occasion,Automatique,Golf,Dakar,3999000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7925132ffc1d96c69704cc97d040351a/-/horizon-files-prod/ed/picture/q6xkxj5z/c8e3f42a4d8adf26bf39db6086000c95bafb5251.jpg
Peugeot,2017,D'occasion,Automatique,Ouest foire,Dakar,14800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/633b28db6f27a0917dc24f7ee4bb1c68/-/horizon-files-prod/ed/picture/qzvde4g6/90350fa147f2616add8d5c172b2a1189669bfaa6.jpg
Citroen,2016,Venant,Automatique,Almadies,Dakar,8500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/07b7a7f8ccc141042511e5d064837a00/-/horizon-files-prod/ed/picture/qgq98268/d9c34c9e239d0c97b94a436f63ea62fe2f25d614.jpg
Citroen,2010,D'occasion,Manuelle,Colobane,Dakar,2750000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0d65ad61c26e603b3c5ce57b02bfc606/-/horizon-files-prod/ed/picture/q785956z/4e2caf748b18a094140b13de9b449e4b4a91bc7f.jpg
Renault,2010,D'occasion,Manuelle,Colobane,Dakar,2950000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c8288bb4ccf3d3f3709f772257c143a8/-/horizon-files-prod/ed/picture/qwe2j26j/4f6273befe1743578e3908491c8728c965eae92d.jpg
Ford,2014,Venant,Automatique,Ouest foire,Dakar,5300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/30c7a39c5130db42341a149fd2c056a1/-/horizon-files-prod/ed/picture/qkrg25xv/8e5d41e4304be71d25ea6da3ec3bc3ef52de72df.jpg
Mitsubishi,2017,Venant,Automatique,Sacré-cœur,Dakar,12900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9e783f703e4cd7aa15c9d398aba75b50/-/horizon-files-prod/ed/picture/qrzvq8wm/745322f242947e4361b3cab598cf664c7fd7f0e0.jpg
Ford,2020,Venant,Automatique,Parcelles Assainies,Dakar,42000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cca171779ed23cffdb58155fa1a9cf74/-/horizon-files-prod/ed/picture/qm5pj206/53e9ba3c097fe537b6103f4973e8594a8cfcf35d.jpg
Mitsubishi,2015,D'occasion,Automatique,Mbao,Dakar,7500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d12fda391a34c324441378e8a9aa12b5/-/horizon-files-prod/ed/picture/qkrg2gnj/73128101a935e3eeb60a7528b5761c0211c87c5e.jpg
Chevrolet,2013,Venant,Automatique,Colobane,Dakar,4650000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/459575a57c21582c6b6d37ff3f20f546/-/horizon-files-prod/ed/picture/q4487jke/6dba49cfdc2146b973c74cb3a3823aa1af73d04b.jpg
Peugeot,2020,Venant,Automatique,Ouest foire,Dakar,18700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2527dae7653ce248273dbda7e672c68f/-/horizon-files-prod/ed/picture/qxj2x2e2/3019142cd2a8fd18ac6ecd48008bffd127c6706e.jpg
Lincoln,2014,D'occasion,Automatique,Mermoz,Dakar,12000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0ef64b91dfd78eff3176d8d2d263bb01/-/horizon-files-prod/ed/picture/qq47g7vp/93ede1a228927328b40d21d44f3e15bf81d6a88d.jpg
Hyundai,2015,Venant,Automatique,Ouest foire,Dakar,9300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2a8c5b1ce5be04369adaad57874a7b08/-/horizon-files-prod/ed/picture/qv4exeqj/87801c007952a8e51136366365de998b4d60c6f7.jpg
BMW,2017,Neuf,Automatique,Ouest foire,Dakar,20100000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/814f86e64c402fbdaa96c0bed5ff9462/-/horizon-files-prod/ed/picture/q2jq5qdg/471fb4cd8bdaf74526dfb8b07c6361bf216687e7.jpg
Jeep,2015,Neuf,Automatique,Cité Damel,Dakar,8800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ab66773f68bba4009bcf68a169782ea5/-/horizon-files-prod/ed/picture/qj4rz62z/741b72ec32478794b50f2562d3e626619fb0efe8.jpg
Renault,2015,Venant,Manuelle,Sacré-cœur,Dakar,11000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2b018b9fd29d500ff09fde353b73f901/-/horizon-files-prod/ed/picture/qpd6829r/167abbedcb694304919ea060ebef7cc16003d73a.jpg
Citroen,2012,D'occasion,Manuelle,Liberte 6,Dakar,4700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5efe4d4714a81a094c05073d5a372ef8/-/horizon-files-prod/ed/picture/q2jqgvdk/a1c065819a0fa0a2723fa01662ecb9bc05e94ac8.jpg
Jeep,2015,D'occasion,Automatique,Hlm,Dakar,5700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/07e0e405a89c5b8c4d92e407153ce58f/-/horizon-files-prod/ed/picture/qgq9z9mr/96503ec97c756f2ea1b5045fd95a24969627b1cc.jpg
Ford,2014,D'occasion,Automatique,Guediawaye,Dakar,6500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d03c4b29b70dcd5228b378639f445360/-/horizon-files-prod/ed/picture/q9m95670/e5d5fe4277213f3de7dc9d555af3d4ba15aafbbc.jpg
Hyundai,2015,Venant,Automatique,Parcelles Assainies,Dakar,9500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ce34947b07b520a4b47698590edee411/-/horizon-files-prod/ed/picture/q9m9w995/97b3fb042340f05f152d8fb66f0dfe69b03c2b55.jpg
Ford,2015,Venant,Manuelle,Parcelles Assainies,Dakar,6200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6c431c899005751f2eaf5b1a6a3178dc/-/horizon-files-prod/ed/picture/q6xkzkk6/b27892b6c50413f3f9a2f74459ce2454e7444dd6.jpg
Ford,2017,Venant,Automatique,Parcelles Assainies,Dakar,9000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f11c042ff8b942de2642c127b7f979ba/-/horizon-files-prod/ed/picture/q8v5n5zj/ecc655ddeeb34dc9a7d53acea51be4278733ca48.jpg
Jeep,2015,D'occasion,Automatique,VDN,Dakar,5500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/90af5f04fd5816fafca329f20ab7a302/-/horizon-files-prod/ed/picture/qwe2jzq4/05e5e1ce8ea30513f0fd755526ebbdb65a2eb66b.jpg
Mazda,2015,Venant,Automatique,Sicap Liberté,Dakar,8500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8be372e6e836a7f3e811a9f98cefee80/-/horizon-files-prod/ed/picture/q6x6ed7v/5c7c9868f18df8f5ea370b2a9d67754380658d85.jpg
Nissan,2012,D'occasion,Automatique,Ngor,Dakar,3100000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/879b9c6602b59203079d3acf02281292/-/horizon-files-prod/ed/picture/q785gx9j/7937ebe3e36157b998ddd18901de2569f3a83713.png
Chevrolet,2015,Neuf,Automatique,Cité Damel,Dakar,28000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3f87550eb51e5a09d2852d80d712c316/-/horizon-files-prod/ed/picture/qenq2546/586fc922348bc815dcdf2d490d9f53c9c1d320de.jpg
Kia,2013,Venant,Automatique,Sicap Liberté,Dakar,2950000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f606a16bf9c79a69b54bc68199c9282c/-/horizon-files-prod/ed/picture/qpd62wk0/baba558e0c94d0961e02277bc047921061c8e49a.jpg
Mitsubishi,2019,D'occasion,Manuelle,Mbour,Thiès,11880000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/465728ef50b12d72ffe525a27883bbc1/-/horizon-files-prod/ed/picture/q9m9w8pv/34bcdc6c6e9aa74bd7995744aa08cee86a70d134.jpg
Toyota,2015,D'occasion,Manuelle,VDN,Dakar,12500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dfc278111542165f717e1f21086326da/-/horizon-files-prod/ed/picture/q4487d9z/fc18b5a69602e7b4ddc3ff7e972fa0c3cc2fa6a2.jpg
Ford,2013,D'occasion,Automatique,Colobane,Dakar,2950000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3f8a1e387eeec6737ecd715d43787b32/-/horizon-files-prod/ed/picture/q6xk5k5n/ffbfddc78754fecc79e0d6db136f969ff23f957e.jpg
Peugeot,2012,D'occasion,Automatique,Ouakam,Dakar,4200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/12ff25215000752750aed61f63980934/-/horizon-files-prod/ed/picture/qm5pv5vg/118e96650251bb7756875a69daf86caf02d00174.jpg
Kia,2009,D'occasion,Manuelle,Liberte 6,Dakar,2900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/46e30ba800348521167338b94577929b/-/horizon-files-prod/ed/picture/qenq25e6/c9fc25a9fcf58f4c9afe2b31eba6d6b3fd3b596b.jpg
Ford,2016,Neuf,Automatique,VDN,Dakar,12500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a85a80cbbb5dac4d33e8cd92951044f6/-/horizon-files-prod/ed/picture/qrzv5qe5/6f7d57cda68291bedbe088b02d8bb420e4719541.jpg
Ford,2015,Neuf,Automatique,VDN,Dakar,12000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4ae8c82a98ee1465cf4004292f51ffe9/-/horizon-files-prod/ed/picture/qwe2jz7g/c06c99aad881ed4ebf0e0c067cc53ea839ff0958.jpg
Ford,2014,Venant,Automatique,Rufisque,Dakar,2900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a847cc098e4f3d0f024da1c60cdbb490/-/horizon-files-prod/ed/picture/qxj2x67z/0e44eb3215e7eeb7d5bcbe9982f87a7b4f80311f.jpg
Peugeot,2011,D'occasion,Manuelle,Plateau,Dakar,4200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b7d21701a3aab8f081406869fd122731/-/horizon-files-prod/ed/picture/qxj2g758/305798c47d743a0d68d849213f44a0d5ae450018.jpg
Chevrolet,2016,Venant,Automatique,Almadies,Dakar,8500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e5655f1be67b4852081be4f141f0dc9b/-/horizon-files-prod/ed/picture/q9m9grdn/7350542b33b3c8d0ffdeb1a24eade2dee99d60c6.jpg
Mitsubishi,2009,D'occasion,Manuelle,Almadies,Dakar,7500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/54a9a11e3a968ecb5ed7e1bf11b016e0/-/horizon-files-prod/ed/picture/qzvdx0mk/adbd68141e69f137ce7764be41c8a33784399602.jpg
Chevrolet,2018,Venant,Automatique,Almadies,Dakar,10800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ddd98ae8cba4978d17011f77961c12a6/-/horizon-files-prod/ed/picture/q785jvme/18c6362fd5882ed840f12d6b2ab1be242baabc22.jpg
Hyundai,2015,Neuf,Automatique,Amitié,Dakar,11000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/de8e999a97c91d4effc9b168930dd743/-/horizon-files-prod/ed/picture/qrzv5q0j/0b255cde70da6cf8e8205727f7626242326e1ffa.jpg
Hyundai,2016,Venant,Automatique,Ouest foire,Dakar,6300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/72a78e205944378f6e5bc8ea4aa37314/-/horizon-files-prod/ed/picture/q9m9wmj7/eb508ff60cff1d5ff8344cabd42c8c86c4d29eab.jpg
Mazda,2013,D'occasion,Automatique,Nord foire,Dakar,5900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4c246f81c1fcc05fb55f2b917752ef62/-/horizon-files-prod/ed/picture/qxj2x6kq/e73b1e7ce64b4bb42db5c6aca229c4260374d2f5.jpg
Hyundai,2015,Venant,Automatique,Hlm,Dakar,8900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a1b9610d7504e780a9ab1254d1ab0dc2/-/horizon-files-prod/ed/picture/q9m9gvdn/b60b9496c566f97e6e8134404f2798152beb915f.jpg
Mitsubishi,2022,D'occasion,Automatique,Hann Bel-Air,Dakar,33000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/666a3ad89bf58ed484eaa800a168f42e/-/horizon-files-prod/ed/picture/q787knvn/b8936104d460ad043742eea2056562609b2e46be.jpg
Ford,2018,Venant,Automatique,Almadies,Dakar,32600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/62bc6114c0f50dc235c0f584c9e02c3e/-/horizon-files-prod/ed/picture/qpd6jj4j/0c479a750afe62b5121cca532111a1f27c7d8869.jpg
Ford,2015,Venant,Automatique,Fenêtre mermoz,Dakar,12000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4aee79b401b626ea7e8d64743b985021/-/horizon-files-prod/ed/picture/q9m9w856/a0557ed9189709adc599b1266200a1d91248d33e.jpg
Honda,2019,Venant,Automatique,Thiès,Thiès,18500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/551846a3f08a92a25d76d1123926b2ff/-/horizon-files-prod/ed/picture/qzvdj87g/2ba2c85cb5e699d1ccbb0fa2702ecd9afd8d0041.jpg
Ford,2015,D'occasion,Automatique,Liberte 6 extension,Dakar,11500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cea24c19adbfd44a712b351562d4b0a0/-/horizon-files-prod/ed/picture/q4485xp2/68971bdb622c397fe48d619debc4aa95717bfb09.jpg
Kia,2019,Venant,Automatique,Sacré-cœur,Dakar,12500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/02e4f127ff590b95e69c96436d5bd61e/-/horizon-files-prod/ed/picture/q9m9wmzw/7ad32e2528b6b0e0e45b301af9f5ec0bc973c6df.jpg
Peugeot,2015,Venant,Automatique,Parcelles Assainies,Dakar,8000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9435985ac689aaa6f54eb0ad633c21e3/-/horizon-files-prod/ed/picture/qkrg0402/7fb1a16d6dfde804cd2a7ac3e0afd3a671853c20.jpg
Mercedes-Benz,2020,Venant,Automatique,Liberte 6,Dakar,62000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ef372c0f456dd8aec2d62ab41fedc0cf/-/horizon-files-prod/ed/picture/q0g2m8ne/43164cbfbd7502fd7784a588d0d24eac13a0bbc1.jpg
Hyundai,2017,Venant,Automatique,Nord foire,Dakar,13500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4c15fe87609a18fb71ac463b2c5c5c50/-/horizon-files-prod/ed/picture/q6xkq0e7/02eb5601b831a161fc89afa01f9aca71c621717d.jpg
Kia,2012,D'occasion,Automatique,Liberte 6,Dakar,4000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/163d0520cce4458f39b170a82440ed65/-/horizon-files-prod/ed/picture/qkrg09n2/f14c616e971ef3e186cdf29457348e2abb5f567b.jpg
Mercedes-Benz,2015,D'occasion,Automatique,Cité Damel,Dakar,12500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7cbbdf6eb4dce2f65e10ac00f74e4602/-/horizon-files-prod/ed/picture/qenq2njz/3664313968b5f4b92723af35c0698d45aea9f466.jpg
Hyundai,2015,D'occasion,Automatique,Liberte 6,Dakar,7500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/405766fa2352f7154983295e2ad874d4/-/horizon-files-prod/ed/picture/q0gw5g0e/6f81700f2c134ea489d6e0797f95b20d5d8ac534.jpg
Mercedes-Benz,2015,D'occasion,Automatique,Liberte 6,Dakar,15500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/aef352a8065c1eb5a7b4436069c70c74/-/horizon-files-prod/ed/picture/q8v5nvdz/5f9cf1ea15b4ffa4e893c15c09897b7e088f2cc8.jpg
Ford,2017,Neuf,Automatique,Cité Damel,Dakar,9900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1e03596895eded34bf111dcfdc4ef798/-/horizon-files-prod/ed/picture/qxj2qemw/29bbce5968f371d08ee0af0503cd9ad3b257cd32.jpg
Nissan,2016,D'occasion,Automatique,Liberte 6,Dakar,9000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a80e053e5c50455fc6e226d39978c5e6/-/horizon-files-prod/ed/picture/qngx2gzr/aa007f9e3a821ce4fd8f2019de522713382749aa.jpg
Hyundai,2018,Venant,Automatique,Ouest foire,Dakar,13000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6848e9314021ec42a038798e6b992e6b/-/horizon-files-prod/ed/picture/qv4ex4q8/28c13920c8180cd7c1880d2b0bdc6f79dad29d5d.jpg
BMW,2019,D'occasion,Automatique,Liberte 6,Dakar,25000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cbea14b206a69bbbe11000b9815c2498/-/horizon-files-prod/ed/picture/q2jq5jdd/9612f8603cae717d5376f134cca4e1cc24ca12a8.jpg
Ford,2015,D'occasion,Automatique,Liberte 6,Dakar,12500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b09caa0b9653050d41dc55339e4bb2b3/-/horizon-files-prod/ed/picture/q785989z/af7462604077e162f2b5fa91e6c43edf1c7b9f45.jpg
Ford,2019,Venant,Automatique,Liberte 6,Dakar,16000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3da05bb79e7130a2ebfdfbf6385928fc/-/horizon-files-prod/ed/picture/qzvdeved/1f2298c1738c6c24b66d59ce6e72449dc993fb3a.jpg
Hyundai,2019,D'occasion,Automatique,Zac Mbao,Dakar,18500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/35ac4f31cbe36280042ec4580dd664df/-/horizon-files-prod/ed/picture/qq4djj9v/08bf22a0bd935cbecdaee9a07d3c515b4651a089.jpg
Hyundai,2016,Venant,Automatique,Sacré-cœur,Dakar,6800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9382c2765bd099a0f7476f5b0ce61b0d/-/horizon-files-prod/ed/picture/qngdrq9r/2018f189fee1967ff50e1f317bf8d5d49ac9cb39.jpg
Mitsubishi,2023,Neuf,Automatique,Plateau,Dakar,32000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/956573fbefdae84816250a52bb224b76/-/horizon-files-prod/ed/picture/q6xknqgp/d8c189e89bad9b11c5b6340d0ec63937937a7bfb.jpg
Toyota,2013,D'occasion,Automatique,Ouest foire,Dakar,26500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/88affb703fbe2905019a50b328940097/-/horizon-files-prod/ed/picture/qq47g42p/269c76f897016aeb3e5d568cd0f35fd7f2967691.jpg
Mazda,2015,D'occasion,Automatique,Ouest foire,Dakar,7500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dd80569f4a1df82cc37203ba21d3f473/-/horizon-files-prod/ed/picture/q6xkzxvd/6994b8793634a1775ce151b987547ec5affe3ba5.jpg
Range Rover,2015,D'occasion,Automatique,Ouest foire,Dakar,15000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/50d36e471adb0611a159cadc168c9197/-/horizon-files-prod/ed/picture/qrzv5z6m/f3f4d5be1fe2dc54db96f086f27a96886d27c9ad.jpg
Kia,2013,D'occasion,Automatique,VDN,Dakar,8999999,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0d03efb4f274d97533db7bad9bf5ea29/-/horizon-files-prod/ed/picture/q448pk8e/c42ea3e6fdac3a82818be6492df7b53e0aefbdac.jpg
Toyota,2016,Neuf,Automatique,VDN,Dakar,25000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/17a03591637afc0dead5d0ea34da36b8/-/horizon-files-prod/ed/picture/qngxwwkm/4f71fe7837650b80405d66bb26aaf5498160d24c.jpg
